,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons
207,TP53_code_potential_somatic,hsa-mir-20b,R-207,1.0,1.3967180325955764,-0.2297781644070416,8.837448831617493e-08,-2.5143462720144534,1.8806105875714192,1.0,1.0,44,44
232,TP53_code_potential_somatic,hsa-mir-20b,R-232,1.0,1.3967180325955764,-0.2276461955337872,1.1697879671683758e-07,-2.263773099490786,1.5970428596280195,1.0,1.0,44,44
274,TP53_code_potential_somatic,hsa-mir-20b,R-274,1.0,1.3967180325955764,-0.2357962007025019,3.94571623108098e-08,-3.9979568951972464,3.9460715747674784,1.0,1.0,44,44
275,TP53_code_potential_somatic,hsa-mir-20b,R-275,1.0,1.3967180325955764,-0.2131286562611271,7.344971016835793e-07,-2.48178770284729,1.8426895313258245,1.0,1.0,44,44
307,TP53_code_potential_somatic,hsa-mir-20b,R-307,1.0,1.3967180325955764,-0.2345578854737756,4.6662333407599535e-08,-3.691876826084965,3.4622716203274218,1.0,1.0,44,44
350,TP53_code_potential_somatic,hsa-mir-20b,R-350,1.0,1.3967180325955764,-0.2422695675145978,1.617027027706515e-08,-2.61457870253464,1.998330283968508,1.0,1.0,44,44
2412,TP53_code_potential_somatic,hsa-mir-20b,R-2412,1.0,1.3967180325955764,-0.242089256952425,1.6582865374896826e-08,-2.396172403011981,1.7419695556390833,1.0,1.0,44,44
371,TP53_code_potential_somatic,hsa-mir-20b,R-371,1.0,1.3967180325955764,-0.2305139959323323,8.017131109134702e-08,-2.7111306357063,2.1160353401974312,1.0,1.0,44,44
378,TP53_code_potential_somatic,hsa-mir-20b,R-378,1.0,1.3967180325955764,-0.2135299822732229,6.992978958717822e-07,-2.1843050857740454,1.5150669732781,1.0,1.0,44,44
2426,TP53_code_potential_somatic,hsa-mir-20b,R-2426,1.0,1.3967180325955764,-0.2165373077424525,4.825375868921541e-07,-3.5068382408291683,3.207913354213179,1.0,1.0,44,44
395,TP53_code_potential_somatic,hsa-mir-20b,R-395,1.0,1.3967180325955764,-0.2330697792606179,5.7011733915080886e-08,-2.4419527706735518,1.796921437947122,1.0,1.0,44,44
397,TP53_code_potential_somatic,hsa-mir-20b,R-397,1.0,1.3967180325955764,-0.2625642991132178,8.333848885880646e-10,-2.8598138512996023,2.299673332131913,1.0,1.0,44,44
411,TP53_code_potential_somatic,hsa-mir-20b,R-411,1.0,1.3967180325955764,-0.2404833080741369,2.0736446038860483e-08,-4.239317374596533,4.33468462043302,1.0,1.0,44,44
419,TP53_code_potential_somatic,hsa-mir-20b,R-419,1.0,1.3967180325955764,-0.2394404569103499,2.395536204429804e-08,-2.456673598265286,1.8108758321187493,1.0,1.0,44,44
2477,TP53_code_potential_somatic,hsa-mir-20b,R-2477,1.0,1.3967180325955764,-0.2376692703689172,3.056155735127049e-08,-2.575374136242702,1.9501610975208168,1.0,1.0,44,44
438,TP53_code_potential_somatic,hsa-mir-20b,R-438,1.0,1.3967180325955764,-0.2295090285254614,9.157267051290449e-08,-2.3633199655039143,1.7075189547522185,1.0,1.0,44,44
2489,TP53_code_potential_somatic,hsa-mir-20b,R-2489,1.0,1.3967180325955764,-0.2345578854737756,4.6662333407599535e-08,-3.691876826084964,3.4622716203274218,1.0,1.0,44,44
2500,TP53_code_potential_somatic,hsa-mir-20b,R-2500,1.0,1.3967180325955764,-0.2171961626978394,4.445497387589104e-07,-2.351235316729575,1.6925560614328732,1.0,1.0,44,44
2585,TP53_code_potential_somatic,hsa-mir-20b,R-2585,1.0,1.3967180325955764,-0.2600143192540769,1.227027305660083e-09,-2.5134895404055446,1.8781793661264368,1.0,1.0,44,44
2605,TP53_code_potential_somatic,hsa-mir-20b,R-2605,1.0,1.3967180325955764,-0.2357962007025019,3.94571623108098e-08,-3.9979568951972464,3.9460715747674784,1.0,1.0,44,44
2767,TP53_code_potential_somatic,hsa-mir-20b,R-2767,1.0,1.3967180325955764,-0.2342440145175393,4.8681579622822896e-08,-2.1481885159864045,1.4725835151433442,1.0,1.0,44,44
737,TP53_code_potential_somatic,hsa-mir-20b,R-737,1.0,1.3967180325955764,-0.2409157471291467,1.9528212844315744e-08,-2.3665400577024864,1.7099048730970474,1.0,1.0,44,44
2885,TP53_code_potential_somatic,hsa-mir-20b,R-2885,1.0,1.3967180325955764,-0.2401994217084808,2.156863899650048e-08,-2.431007546074625,1.7820498599758163,1.0,1.0,44,44
3028,TP53_code_potential_somatic,hsa-mir-20b,R-3028,1.0,1.3967180325955764,-0.2345578854737756,4.6662333407599535e-08,-3.691876826084964,3.4622716203274218,1.0,1.0,44,44
998,TP53_code_potential_somatic,hsa-mir-20b,R-998,1.0,1.3967180325955764,-0.2176560070238098,4.197588943198273e-07,-2.714136473896891,2.127113643059997,1.0,1.0,44,44
3134,TP53_code_potential_somatic,hsa-mir-20b,R-3134,1.0,1.3967180325955764,-0.2452790692847567,1.0587563791292468e-08,-2.7712054429935358,2.190196597763548,1.0,1.0,44,44
1091,TP53_code_potential_somatic,hsa-mir-20b,R-1091,1.0,1.3967180325955764,-0.2578015048314888,1.7107763534093699e-09,-4.082877145823569,4.068598480827733,1.0,1.0,44,44
3348,TP53_code_potential_somatic,hsa-mir-20b,R-3348,1.0,1.3967180325955764,-0.250653001108906,4.901243010618409e-09,-2.677642299415084,2.072626629798929,1.0,1.0,44,44
1457,TP53_code_potential_somatic,hsa-mir-20b,R-1457,1.0,1.3967180325955764,-0.2345578854737756,4.6662333407599535e-08,-3.691876826084964,3.4622716203274218,1.0,1.0,44,44
1592,TP53_code_potential_somatic,hsa-mir-20b,R-1592,1.0,1.3967180325955764,-0.2412490435862698,1.8643777587880616e-08,-2.427081985123242,1.7774448732581696,1.0,1.0,44,44
3695,TP53_code_potential_somatic,hsa-mir-20b,R-3695,1.0,1.3967180325955764,-0.2345578854737756,4.6662333407599535e-08,-3.691876826084964,3.4622716203274218,1.0,1.0,44,44
1679,TP53_code_potential_somatic,hsa-mir-20b,R-1679,1.0,1.3967180325955764,-0.2530142876171097,3.474214262404459e-09,-2.845447915937966,2.282959966149167,1.0,1.0,44,44
1829,TP53_code_potential_somatic,hsa-mir-20b,R-1829,1.0,1.3967180325955764,-0.2418769467062189,1.7081761086206047e-08,-2.4759648130934098,1.8336331829738608,1.0,1.0,44,44
1847,TP53_code_potential_somatic,hsa-mir-20b,R-1847,1.0,1.3967180325955764,-0.2357962007025019,3.94571623108098e-08,-3.9979568951972464,3.9460715747674784,1.0,1.0,44,44
1926,TP53_code_potential_somatic,hsa-mir-20b,R-1926,1.0,1.3967180325955764,-0.2546561051588609,2.7292765955117267e-09,-2.2620619966840745,1.5939400562888568,1.0,1.0,44,44
1992,TP53_code_potential_somatic,hsa-mir-20b,R-1992,1.0,1.3967180325955764,-0.3180784310643582,6.327971740660084e-14,-6.289765677644335,8.266834077923036,1.0,1.0,44,44
2123,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-2123,-1.0,1.8788878563098328,-0.24906881523991,6.162015430796562e-09,2.490069244597512,1.4869455758550794,1.0,0.2307692307692307,52,12
2161,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-2161,-1.0,1.8788878563098328,-0.2450674038684555,1.090965945060118e-08,2.4632570598486274,1.467995913007428,1.0,0.2307692307692307,52,12
117,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-117,-1.0,1.8788878563098328,-0.2548102195061449,2.667912044189373e-09,2.255463459049898,1.3018832725100498,1.0,0.2307692307692307,52,12
2412,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-2412,-1.0,1.8788878563098328,-0.2540039403137379,3.004471369466628e-09,2.347245146608703,1.3917115432442582,1.0,0.2307692307692307,52,12
2585,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-2585,-1.0,1.8788878563098328,-0.2528683948511138,3.5492320384016887e-09,2.44318339639456,1.468533808345372,1.0,0.2307692307692307,52,12
2767,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-2767,-1.0,1.8788878563098328,-0.2348507188543629,4.4851598579036806e-08,2.2679159576331904,1.331801154713084,1.0,0.2307692307692307,52,12
2885,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-2885,-1.0,1.8788878563098328,-0.2457459261359434,9.909385421913816e-09,2.4517582176460198,1.4509503015988174,1.0,0.2307692307692307,52,12
3134,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-3134,-1.0,1.8788878563098328,-0.2459489669522658,9.62775510285253e-09,2.6686195855909154,1.6160862117751829,1.0,0.2307692307692307,52,12
3348,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-3348,-1.0,1.8788878563098328,-0.2562186892260409,2.1657678722854e-09,2.316001064657347,1.3600483120078637,1.0,0.2307692307692307,52,12
1592,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-1592,-1.0,1.8788878563098328,-0.2475878021557067,7.62166491248549e-09,2.4478669965755104,1.458007913990311,1.0,0.2307692307692307,52,12
1679,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-1679,-1.0,1.8788878563098328,-0.2594109196705161,1.3438383216020151e-09,2.639520405181534,1.6003433400078324,1.0,0.2307692307692307,52,12
1926,WBSCR17_code_potential_somatic,hsa-mir-17-3p,R-1926,-1.0,1.8788878563098328,-0.2514636329031713,4.356834325423282e-09,2.8519011329259185,1.7748506233338994,1.0,0.2307692307692307,52,12
2224,LRRC7_code_potential_somatic,hsa-mir-577,R-2224,-1.0,1.95285819053508,-0.2241625131179121,1.8388415700897756e-07,2.9578460306670387,1.42202587802777,1.0,0.0769230769230769,65,5
2402,LRRC7_code_potential_somatic,hsa-mir-577,R-2402,-1.0,1.95285819053508,-0.2388678756947002,2.5923151139444723e-08,3.3159713344623825,1.5581941183832797,1.0,0.0769230769230769,65,5
2849,LRRC7_code_potential_somatic,hsa-mir-577,R-2849,-1.0,1.95285819053508,-0.2496675797335674,5.652322811396713e-09,3.113940039791733,1.4228727174812954,1.0,0.0769230769230769,65,5
1510,LRRC7_code_potential_somatic,hsa-mir-577,R-1510,-1.0,1.95285819053508,-0.2720875347913047,1.89402751223803e-10,3.152143198965372,1.4120243911834058,1.0,0.0769230769230769,65,5
3604,LRRC7_code_potential_somatic,hsa-mir-577,R-3604,-1.0,1.95285819053508,-0.3097052612176608,3.026971888665421e-13,3.678610293920868,1.9300504647276897,1.0,0.0769230769230769,65,5
3603,LTBP2_code_potential_somatic,hsa-mir-98,R-3603,1.0,2.5588406646968256,-0.2804596186355036,4.9044103174218e-11,-4.078452046441753,2.754387476466212,1.0,0.125,8,1
961,EPHA7_code_potential_somatic,hsa-mir-30e-3p,R-961,1.0,6.40734359068765,-0.2056823217261935,1.79589714914296e-06,-4.35614495369641,1.7508408249621574,1.0,0.0625,16,1
2123,OR5K1_code_potential_somatic,hsa-mir-346,R-2123,-1.0,2.9103502275768194,-0.2060958189027453,1.710361792937449e-06,2.329111395837535,1.6835030558533184,1.0,0.45,20,9
2161,OR5K1_code_potential_somatic,hsa-mir-346,R-2161,-1.0,2.9103502275768194,-0.2181154483310895,3.9632091177557297e-07,2.97965007278881,2.481743586979596,1.0,0.45,20,9
737,OR5K1_code_potential_somatic,hsa-mir-346,R-737,-1.0,2.9103502275768194,-0.221902614966623,2.456333915655761e-07,2.1020374126911987,1.4023422438476427,1.0,0.45,20,9
2885,OR5K1_code_potential_somatic,hsa-mir-346,R-2885,-1.0,2.9103502275768194,-0.2217773567575857,2.495848279134037e-07,2.539538510907082,1.92795442125208,1.0,0.45,20,9
3134,OR5K1_code_potential_somatic,hsa-mir-346,R-3134,-1.0,2.9103502275768194,-0.226770838937812,1.3114876557229916e-07,2.6868631225179547,2.065021729270708,1.0,0.45,20,9
1592,OR5K1_code_potential_somatic,hsa-mir-346,R-1592,-1.0,2.9103502275768194,-0.2220239235924924,2.418640350714841e-07,2.409726197802088,1.7607967545877996,1.0,0.45,20,9
1679,OR5K1_code_potential_somatic,hsa-mir-346,R-1679,-1.0,2.9103502275768194,-0.2085799455078428,1.273081350093945e-06,2.976888206737045,2.4250846053718864,1.0,0.45,20,9
1829,OR5K1_code_potential_somatic,hsa-mir-346,R-1829,-1.0,2.9103502275768194,-0.2238978799000271,1.9025553163652009e-07,2.0720979630245187,1.3421900328269352,1.0,0.45,20,9
1926,OR5K1_code_potential_somatic,hsa-mir-346,R-1926,-1.0,2.9103502275768194,-0.2020382267258217,2.749121759499383e-06,2.540138033087262,1.9288555589105585,1.0,0.45,20,9
189,SFRS15_code_potential_somatic,hsa-mir-153,R-189,-1.0,1.4118519214233596,-0.2785058564930394,6.75011349093435e-11,6.180399552340485,1.910827093344708,1.0,0.2096774193548387,62,13
274,SFRS15_code_potential_somatic,hsa-mir-153,R-274,-1.0,1.4118519214233596,-0.2592543573524857,1.375870917576314e-09,5.59040909475354,1.7295591459888946,1.0,0.2096774193548387,62,13
307,SFRS15_code_potential_somatic,hsa-mir-153,R-307,-1.0,1.4118519214233596,-0.254280617475467,2.884579935206928e-09,4.459823848979525,1.443686815061788,1.0,0.2096774193548387,62,13
411,SFRS15_code_potential_somatic,hsa-mir-153,R-411,-1.0,1.4118519214233596,-0.2655646699232573,5.258389369605515e-10,5.847252107012702,1.7787753177609569,1.0,0.2096774193548387,62,13
2481,SFRS15_code_potential_somatic,hsa-mir-153,R-2481,-1.0,1.4118519214233596,-0.2456272321972592,1.0077702320774067e-08,7.027234227897331,2.5922902828210805,1.0,0.2096774193548387,62,13
2489,SFRS15_code_potential_somatic,hsa-mir-153,R-2489,-1.0,1.4118519214233596,-0.254280617475467,2.884579935206928e-09,4.459823848979519,1.443686815061786,1.0,0.2096774193548387,62,13
2605,SFRS15_code_potential_somatic,hsa-mir-153,R-2605,-1.0,1.4118519214233596,-0.2592543573524857,1.375870917576314e-09,5.59040909475354,1.7295591459888946,1.0,0.2096774193548387,62,13
3028,SFRS15_code_potential_somatic,hsa-mir-153,R-3028,-1.0,1.4118519214233596,-0.254280617475467,2.884579935206928e-09,4.459823848979519,1.443686815061786,1.0,0.2096774193548387,62,13
1091,SFRS15_code_potential_somatic,hsa-mir-153,R-1091,-1.0,1.4118519214233596,-0.2774263294102126,8.044402407836029e-11,4.964394104363876,1.57699881982038,1.0,0.2096774193548387,62,13
1457,SFRS15_code_potential_somatic,hsa-mir-153,R-1457,-1.0,1.4118519214233596,-0.254280617475467,2.884579935206928e-09,4.459823848979519,1.443686815061786,1.0,0.2096774193548387,62,13
1459,SFRS15_code_potential_somatic,hsa-mir-153,R-1459,-1.0,1.4118519214233596,-0.2697739630853107,2.7292555848978216e-10,3.795581157135274,2.2136335307438717,1.0,0.2096774193548387,62,13
3695,SFRS15_code_potential_somatic,hsa-mir-153,R-3695,-1.0,1.4118519214233596,-0.254280617475467,2.884579935206928e-09,4.459823848979519,1.443686815061786,1.0,0.2096774193548387,62,13
1847,SFRS15_code_potential_somatic,hsa-mir-153,R-1847,-1.0,1.4118519214233596,-0.2592543573524857,1.375870917576314e-09,5.59040909475354,1.7295591459888946,1.0,0.2096774193548387,62,13
275,PREX1_code_potential_somatic,hsa-mir-7,R-275,-1.0,2.68239349368804,-0.207896361962078,1.3813344156553636e-06,2.6527908290284934,1.358133384444669,1.0,0.0555555555555555,18,1
2836,EPHA10_code_potential_somatic,hsa-mir-454-3p,R-2836,1.0,1.7497240025284733,-0.327548403048514,1.0147982733832176e-14,-2.6884030987725223,1.3359535269425349,1.0,0.032258064516129,31,1
3143,KIF16B_code_potential_somatic,hsa-mir-328,R-3143,-1.0,1.871486261734864,-0.2168962361882976,4.61471692495775e-07,4.278986031533714,3.031049790525085,1.0,0.037037037037037,27,1
378,THADA_code_potential_somatic,hsa-mir-93,R-378,1.0,1.966158794273831,-0.2354830551799085,4.1170309709231625e-08,-7.280800301742737,2.5653253983023063,1.0,0.0454545454545454,44,2
998,THADA_code_potential_somatic,hsa-mir-93,R-998,1.0,1.966158794273831,-0.2395179171026825,2.370051952866527e-08,-13.771961192094317,16.696651903066904,1.0,0.0454545454545454,44,2
2053,SLC4A5_code_potential_somatic,hsa-mir-153,R-2053,-1.0,1.579569591551574,-0.3190229832551203,5.287291550363615e-14,2.948421611189482,1.8658428890057883,0.9090909090909092,0.1612903225806451,62,11
227,SLC4A5_code_potential_somatic,hsa-mir-153,R-227,-1.0,1.579569591551574,-0.2510787915730457,4.607542593600445e-09,4.523874338049534,1.5919857281606618,0.9090909090909092,0.1612903225806451,62,11
738,SLC4A5_code_potential_somatic,hsa-mir-153,R-738,-1.0,1.579569591551574,-0.2033767200908797,2.353222304878981e-06,4.234907690882557,1.5180124580476355,0.9090909090909092,0.1612903225806451,62,11
2864,SLC4A5_code_potential_somatic,hsa-mir-153,R-2864,-1.0,1.579569591551574,-0.2582229507556178,1.6062266667574264e-09,2.412648210182742,1.76116180331727,0.9090909090909092,0.1612903225806451,62,11
1006,SLC4A5_code_potential_somatic,hsa-mir-153,R-1006,-1.0,1.579569591551574,-0.2342567724446984,4.859788135706167e-08,5.09737277021756,2.289890364990028,0.9090909090909092,0.1612903225806451,62,11
1047,SLC4A5_code_potential_somatic,hsa-mir-153,R-1047,-1.0,1.579569591551574,-0.2321535767325951,6.445207066966274e-08,3.2524270296885733,1.4156034841217815,0.9090909090909092,0.1612903225806451,62,11
3143,SLC4A5_code_potential_somatic,hsa-mir-153,R-3143,-1.0,1.579569591551574,-0.2201542459055764,3.066627375346657e-07,3.85031687470658,2.286047808550232,0.9090909090909092,0.1612903225806451,62,11
1645,SLC4A5_code_potential_somatic,hsa-mir-153,R-1645,-1.0,1.579569591551574,-0.2220843045928226,2.4000868079228616e-07,3.523111094322488,1.3091632539889757,0.9090909090909092,0.1612903225806451,62,11
1890,SLC4A5_code_potential_somatic,hsa-mir-153,R-1890,-1.0,1.579569591551574,-0.2232855434575555,2.058245291932329e-07,5.343281252436358,1.9669239068834257,0.9090909090909092,0.1612903225806451,62,11
2043,SLC4A5_code_potential_somatic,hsa-mir-153,R-2043,-1.0,1.579569591551574,-0.2050197485427831,1.9415616042418243e-06,3.6655543242356,1.6249292399219684,0.9090909090909092,0.1612903225806451,62,11
983,SLC4A5_code_potential_somatic,hsa-mir-186,R-983,-1.0,1.495935476427156,-0.2025789166011257,2.5820742261452493e-06,7.423829949415712,2.8462522005588315,1.0,0.2,10,2
1178,SLC4A5_code_potential_somatic,hsa-mir-186,R-1178,-1.0,1.495935476427156,-0.2025789166011257,2.5820742261452493e-06,7.423829949415712,2.8462522005588315,1.0,0.2,10,2
1481,CHAT_code_potential_somatic,hsa-mir-338,R-1481,-1.0,1.3914715440028755,-0.2385985508656942,2.6901980573248743e-08,2.605135206308023,1.6229059462640327,1.0,0.0111111111111111,90,1
1546,PCDH11Y_code_potential_somatic,hsa-mir-215,R-1546,-1.0,1.4184483461236683,-0.2005082509111397,3.2797083886021757e-06,2.81290359148842,1.407592834351196,1.0,0.2,5,1
2395,HIST1H2BE_code_potential_somatic,hsa-mir-7,R-2395,-1.0,3.3459910875794705,-0.2406193059751604,2.0348873460745396e-08,7.39251175931834,2.2627429574050866,1.0,0.1666666666666666,18,3
635,HIST1H2BE_code_potential_somatic,hsa-mir-7,R-635,-1.0,3.3459910875794705,-0.2070513929072661,1.5273745544328385e-06,5.210086502523263,1.878905575774799,1.0,0.1666666666666666,18,3
1138,HIST1H2BE_code_potential_somatic,hsa-mir-7,R-1138,-1.0,3.3459910875794705,-0.2070513929072661,1.5273745544328385e-06,5.210086502523263,1.878905575774799,1.0,0.1666666666666666,18,3
2196,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-2196,-1.0,1.5141240600487538,-0.2132957478102483,7.19639936275046e-07,4.85768966143518,1.6107440280505647,1.0,0.5454545454545454,22,12
166,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-166,-1.0,1.5141240600487538,-0.2239501111223285,1.88981378166648e-07,4.6220558896993085,1.5490459968305883,1.0,0.5454545454545454,22,12
218,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-218,-1.0,1.5141240600487538,-0.2105118559030853,1.0093665030398296e-06,5.500611935977727,1.7760992809819138,1.0,0.5454545454545454,22,12
2459,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-2459,-1.0,1.5141240600487538,-0.2027715595352308,2.5249388938940773e-06,4.774134296004889,1.5424041966476785,1.0,0.5454545454545454,22,12
2760,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-2760,-1.0,1.5141240600487538,-0.2222515485489413,2.349410031061704e-07,4.753305879209577,1.5112317642567443,1.0,0.5454545454545454,22,12
2892,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-2892,-1.0,1.5141240600487538,-0.2087247904252432,1.2512122300986555e-06,5.776138119095756,1.8575999193220605,1.0,0.5454545454545454,22,12
1006,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-1006,-1.0,1.5141240600487538,-0.2029585602076675,2.4706357811002974e-06,6.255987541574079,1.969000909748507,1.0,0.5454545454545454,22,12
3643,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-3643,-1.0,1.5141240600487538,-0.2416340876432656,1.767027055180246e-08,4.521411426855128,1.597785851475491,1.0,0.5454545454545454,22,12
1734,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-1734,-1.0,1.5141240600487538,-0.2035276225987894,2.312177803720502e-06,5.873258275229238,2.041019711199197,1.0,0.5454545454545454,22,12
3789,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-3789,-1.0,1.5141240600487538,-0.2035276225987894,2.312177803720502e-06,5.873258275229264,2.0410197111992074,1.0,0.5454545454545454,22,12
2006,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-2006,-1.0,1.5141240600487538,-0.2113289359964003,9.143830361970614e-07,10.467167300856786,5.388305912174306,1.0,0.5454545454545454,22,12
2043,HIST1H2BE_code_potential_somatic,hsa-mir-551b,R-2043,-1.0,1.5141240600487538,-0.201451753927266,2.9419926364352275e-06,4.866621538576025,1.6403942709303403,1.0,0.5454545454545454,22,12
